,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
7016,7016,2015,K,Financial and Insurance Services,b_1-5,Total expenditure,2396,DOLLARS(millions),,,,,,,,,
7017,7017,2015,K,Financial and Insurance Services,b_1-5,Operating profit before tax,870,DOLLARS(millions),,,,,,,,,
7018,7018,2015,K,Financial and Insurance Services,b_1-5,Total assets,29793,DOLLARS(millions),,,,,,,,,
7019,7019,2015,K,Financial and Insurance Services,b_1-5,Fixed tangible assets,1100,DOLLARS(millions),,,,,,,,,
7020,7020,2015,K,Financial and Insurance Services,c_6-9,Activity unit,252,COUNT,,,,,,,,,
7021,7021,2015,K,Financial and Insurance Services,c_6-9,Rolling mean employees,1797,COUNT,,,,,,,,,
7022,7022,2015,K,Financial and Insurance Services,c_6-9,Salaries and wages paid,191,DOLLARS(millions),,,,,,,,,
7023,7023,2015,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",666,DOLLARS(millions),,,,,,,,,
7024,7024,2015,K,Financial and Insurance Services,c_6-9,Total income,1090,DOLLARS(millions),,,,,,,,,
7025,7025,2015,K,Financial and Insurance Services,c_6-9,Total expenditure,797,DOLLARS(millions),,,,,,,,,
7026,7026,2015,K,Financial and Insurance Services,c_6-9,Operating profit before tax,229,DOLLARS(millions),,,,,,,,,
7027,7027,2015,K,Financial and Insurance Services,c_6-9,Total assets,4449,DOLLARS(millions),,,,,,,,,
7028,7028,2015,K,Financial and Insurance Services,c_6-9,Fixed tangible assets,118,DOLLARS(millions),,,,,,,,,
7029,7029,2015,K,Financial and Insurance Services,d_10-19,Activity unit,156,COUNT,,,,,,,,,
7030,7030,2015,K,Financial and Insurance Services,d_10-19,Rolling mean employees,2097,COUNT,,,,,,,,,
7031,7031,2015,K,Financial and Insurance Services,d_10-19,Salaries and wages paid,154,DOLLARS(millions),,,,,,,,,
7032,7032,2015,K,Financial and Insurance Services,d_10-19,"Sales, government funding, grants and subsidies",611,DOLLARS(millions),,,,,,,,,
7033,7033,2015,K,Financial and Insurance Services,d_10-19,Total income,1078,DOLLARS(millions),,,,,,,,,
7034,7034,2015,K,Financial and Insurance Services,d_10-19,Total expenditure,892,DOLLARS(millions),,,,,,,,,
7035,7035,2015,K,Financial and Insurance Services,d_10-19,Operating profit before tax,163,DOLLARS(millions),,,,,,,,,
7036,7036,2015,K,Financial and Insurance Services,d_10-19,Total assets,8151,DOLLARS(millions),,,,,,,,,
7037,7037,2015,K,Financial and Insurance Services,d_10-19,Fixed tangible assets,179,DOLLARS(millions),,,,,,,,,
7038,7038,2015,K,Financial and Insurance Services,e_20-49,Activity unit,87,COUNT,,,,,,,,,
7039,7039,2015,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2670,COUNT,,,,,,,,,
7040,7040,2015,K,Financial and Insurance Services,e_20-49,Salaries and wages paid,263,DOLLARS(millions),,,,,,,,,
7041,7041,2015,K,Financial and Insurance Services,e_20-49,"Sales, government funding, grants and subsidies",771,DOLLARS(millions),,,,,,,,,
7042,7042,2015,K,Financial and Insurance Services,e_20-49,Total income,1613,DOLLARS(millions),,,,,,,,,
7043,7043,2015,K,Financial and Insurance Services,e_20-49,Total expenditure,1295,DOLLARS(millions),,,,,,,,,
7044,7044,2015,K,Financial and Insurance Services,e_20-49,Operating profit before tax,297,DOLLARS(millions),,,,,,,,,
7045,7045,2015,K,Financial and Insurance Services,e_20-49,Total assets,15452,DOLLARS(millions),,,,,,,,,
7046,7046,2015,K,Financial and Insurance Services,e_20-49,Fixed tangible assets,130,DOLLARS(millions),,,,,,,,,
7047,7047,2015,K,Financial and Insurance Services,f_50-99,Activity unit,36,COUNT,,,,,,,,,
7048,7048,2015,K,Financial and Insurance Services,f_50-99,Rolling mean employees,2391,COUNT,,,,,,,,,
7049,7049,2015,K,Financial and Insurance Services,f_50-99,Salaries and wages paid,193,DOLLARS(millions),,,,,,,,,
7050,7050,2015,K,Financial and Insurance Services,f_50-99,"Sales, government funding, grants and subsidies",606,DOLLARS(millions),,,,,,,,,
7051,7051,2015,K,Financial and Insurance Services,f_50-99,Total income,1067,DOLLARS(millions),,,,,,,,,
7052,7052,2015,K,Financial and Insurance Services,f_50-99,Total expenditure,1044,DOLLARS(millions),,,,,,,,,
7053,7053,2015,K,Financial and Insurance Services,f_50-99,Operating profit before tax,158,DOLLARS(millions),,,,,,,,,
7054,7054,2015,K,Financial and Insurance Services,f_50-99,Total assets,7408,DOLLARS(millions),,,,,,,,,
7055,7055,2015,K,Financial and Insurance Services,f_50-99,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,,
7056,7056,2015,K,Financial and Insurance Services,g_100-199,Activity unit,27,COUNT,,,,,,,,,
7057,7057,2015,K,Financial and Insurance Services,g_100-199,Rolling mean employees,3780,COUNT,,,,,,,,,
7058,7058,2015,K,Financial and Insurance Services,g_100-199,Salaries and wages paid,323,DOLLARS(millions),,,,,,,,,
7059,7059,2015,K,Financial and Insurance Services,g_100-199,"Sales, government funding, grants and subsidies",869,DOLLARS(millions),,,,,,,,,
7060,7060,2015,K,Financial and Insurance Services,g_100-199,Total income,1701,DOLLARS(millions),,,,,,,,,
7061,7061,2015,K,Financial and Insurance Services,g_100-199,Total expenditure,1662,DOLLARS(millions),,,,,,,,,
7062,7062,2015,K,Financial and Insurance Services,g_100-199,Operating profit before tax,-50,DOLLARS(millions),,,,,,,,,
7063,7063,2015,K,Financial and Insurance Services,g_100-199,Total assets,23159,DOLLARS(millions),,,,,,,,,
7064,7064,2015,K,Financial and Insurance Services,g_100-199,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,,
7065,7065,2015,K,Financial and Insurance Services,h_200+,Activity unit,36,COUNT,,,,,,,,,
7066,7066,2015,K,Financial and Insurance Services,h_200+,Rolling mean employees,42126,COUNT,,,,,,,,,
7067,7067,2015,K,Financial and Insurance Services,h_200+,Salaries and wages paid,3619,DOLLARS(millions),,,,,,,,,
7068,7068,2015,K,Financial and Insurance Services,h_200+,"Sales, government funding, grants and subsidies",7636,DOLLARS(millions),,,,,,,,,
7069,7069,2015,K,Financial and Insurance Services,h_200+,Total income,34787,DOLLARS(millions),,,,,,,,,
7070,7070,2015,K,Financial and Insurance Services,h_200+,Total expenditure,27920,DOLLARS(millions),,,,,,,,,
7071,7071,2015,K,Financial and Insurance Services,h_200+,Operating profit before tax,6113,DOLLARS(millions),,,,,,,,,
7072,7072,2015,K,Financial and Insurance Services,h_200+,Total assets,538267,DOLLARS(millions),,,,,,,,,
7073,7073,2015,K,Financial and Insurance Services,h_200+,Fixed tangible assets,727,DOLLARS(millions),,,,,,,,,
7074,7074,2015,K,Financial and Insurance Services,i_Industry_Total,Activity unit,27981,COUNT,,,,,,,,,
7075,7075,2015,K,Financial and Insurance Services,i_Industry_Total,Rolling mean employees,59160,COUNT,,,,,,,,,
7076,7076,2015,K,Financial and Insurance Services,i_Industry_Total,Salaries and wages paid,5526,DOLLARS(millions),,,,,,,,,
7077,7077,2015,K,Financial and Insurance Services,i_Industry_Total,"Sales, government funding, grants and subsidies",18038,DOLLARS(millions),,,,,,,,,
7078,7078,2015,K,Financial and Insurance Services,i_Industry_Total,Total income,72111,DOLLARS(millions),,,,,,,,,
7079,7079,2015,K,Financial and Insurance Services,i_Industry_Total,Total expenditure,53343,DOLLARS(millions),,,,,,,,,
7080,7080,2015,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,19050,DOLLARS(millions),,,,,,,,,
7081,7081,2015,K,Financial and Insurance Services,i_Industry_Total,Total assets,1031810,DOLLARS(millions),,,,,,,,,
7082,7082,2015,K,Financial and Insurance Services,i_Industry_Total,Fixed tangible assets,20610,DOLLARS(millions),,,,,,,,,
7083,7083,2015,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,70686,COUNT,,,,,,,,,
7084,7084,2015,L,"Rental, Hiring and Real Estate Services",a_0,Rolling mean employees,0,COUNT,,,,,,,,,
7085,7085,2015,L,"Rental, Hiring and Real Estate Services",a_0,Salaries and wages paid,384,DOLLARS(millions),,,,,,,,,
7086,7086,2015,L,"Rental, Hiring and Real Estate Services",a_0,"Sales, government funding, grants and subsidies",14818,DOLLARS(millions),,,,,,,,,
7087,7087,2015,L,"Rental, Hiring and Real Estate Services",a_0,Total income,18085,DOLLARS(millions),,,,,,,,,
7088,7088,2015,L,"Rental, Hiring and Real Estate Services",a_0,Total expenditure,10655,DOLLARS(millions),,,,,,,,,
7089,7089,2015,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,5447,DOLLARS(millions),,,,,,,,,
7090,7090,2015,L,"Rental, Hiring and Real Estate Services",a_0,Total assets,174722,DOLLARS(millions),,,,,,,,,
7091,7091,2015,L,"Rental, Hiring and Real Estate Services",a_0,Fixed tangible assets,128749,DOLLARS(millions),,,,,,,,,
7092,7092,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Activity unit,5139,COUNT,,,,,,,,,
7093,7093,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees,8550,COUNT,,,,,,,,,
7094,7094,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Salaries and wages paid,374,DOLLARS(millions),,,,,,,,,
7095,7095,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies",2773,DOLLARS(millions),,,,,,,,,
7096,7096,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,3121,DOLLARS(millions),,,,,,,,,
7097,7097,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure,2434,DOLLARS(millions),,,,,,,,,
7098,7098,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,477,DOLLARS(millions),,,,,,,,,
7099,7099,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Total assets,15399,DOLLARS(millions),,,,,,,,,
7100,7100,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets,10830,DOLLARS(millions),,,,,,,,,
7101,7101,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Activity unit,666,COUNT,,,,,,,,,
7102,7102,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees,4431,COUNT,,,,,,,,,
7103,7103,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid,220,DOLLARS(millions),,,,,,,,,
7104,7104,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies",799,DOLLARS(millions),,,,,,,,,
7105,7105,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Total income,853,DOLLARS(millions),,,,,,,,,
7106,7106,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure,745,DOLLARS(millions),,,,,,,,,
7107,7107,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,97,DOLLARS(millions),,,,,,,,,
7108,7108,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Total assets,2690,DOLLARS(millions),,,,,,,,,
7109,7109,2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets,1776,DOLLARS(millions),,,,,,,,,
7110,7110,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Activity unit,264,COUNT,,,,,,,,,
7111,7111,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees,3375,COUNT,,,,,,,,,
7112,7112,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid,197,DOLLARS(millions),,,,,,,,,
7113,7113,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",890,DOLLARS(millions),,,,,,,,,
7114,7114,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,952,DOLLARS(millions),,,,,,,,,
7115,7115,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure,815,DOLLARS(millions),,,,,,,,,
7116,7116,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,110,DOLLARS(millions),,,,,,,,,
7117,7117,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Total assets,1614,DOLLARS(millions),,,,,,,,,
7118,7118,2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets,686,DOLLARS(millions),,,,,,,,,
7119,7119,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Activity unit,126,COUNT,,,,,,,,,
7120,7120,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees,3792,COUNT,,,,,,,,,
7121,7121,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid,201,DOLLARS(millions),,,,,,,,,
7122,7122,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies",857,DOLLARS(millions),,,,,,,,,
7123,7123,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Total income,934,DOLLARS(millions),,,,,,,,,
7124,7124,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Total expenditure,786,DOLLARS(millions),,,,,,,,,
7125,7125,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,95,DOLLARS(millions),,,,,,,,,
7126,7126,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Total assets,2169,DOLLARS(millions),,,,,,,,,
7127,7127,2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Fixed tangible assets,1638,DOLLARS(millions),,,,,,,,,
7128,7128,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Activity unit,24,COUNT,,,,,,,,,
7129,7129,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees,1623,COUNT,,,,,,,,,
7130,7130,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid,111,DOLLARS(millions),,,,,,,,,
7131,7131,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies",484,DOLLARS(millions),,,,,,,,,
7132,7132,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Total income,554,DOLLARS(millions),,,,,,,,,
7133,7133,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Total expenditure,449,DOLLARS(millions),,,,,,,,,
7134,7134,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,43,DOLLARS(millions),,,,,,,,,
7135,7135,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Total assets,1111,DOLLARS(millions),,,,,,,,,
7136,7136,2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,,
7137,7137,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Activity unit,21,COUNT,,,,,,,,,
7138,7138,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Rolling mean employees,2553,COUNT,,,,,,,,,
7139,7139,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Salaries and wages paid,185,DOLLARS(millions),,,,,,,,,
7140,7140,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,"Sales, government funding, grants and subsidies",993,DOLLARS(millions),,,,,,,,,
7141,7141,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Total income,1153,DOLLARS(millions),,,,,,,,,
7142,7142,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Total expenditure,992,DOLLARS(millions),,,,,,,,,
7143,7143,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,114,DOLLARS(millions),,,,,,,,,
7144,7144,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,2652,DOLLARS(millions),,,,,,,,,
7145,7145,2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets,1178,DOLLARS(millions),,,,,,,,,
7146,7146,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Activity unit,6,COUNT,,,,,,,,,
7147,7147,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Rolling mean employees,2961,COUNT,,,,,,,,,
7148,7148,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Salaries and wages paid,153,DOLLARS(millions),,,,,,,,,
7149,7149,2015,L,"Rental, Hiring and Real Estate Services",h_200+,"Sales, government funding, grants and subsidies",898,DOLLARS(millions),,,,,,,,,
7150,7150,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Total income,910,DOLLARS(millions),,,,,,,,,
7151,7151,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Total expenditure,824,DOLLARS(millions),,,,,,,,,
7152,7152,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,93,DOLLARS(millions),,,,,,,,,
7153,7153,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Total assets,957,DOLLARS(millions),,,,,,,,,
7154,7154,2015,L,"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,,
7155,7155,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Activity unit,76932,COUNT,,,,,,,,,
7156,7156,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Rolling mean employees,27285,COUNT,,,,,,,,,
7157,7157,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Salaries and wages paid,1824,DOLLARS(millions),,,,,,,,,
7158,7158,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies",22513,DOLLARS(millions),,,,,,,,,
7159,7159,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total income,26562,DOLLARS(millions),,,,,,,,,
7160,7160,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure,17700,DOLLARS(millions),,,,,,,,,
7161,7161,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,6477,DOLLARS(millions),,,,,,,,,
7162,7162,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total assets,201314,DOLLARS(millions),,,,,,,,,
7163,7163,2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Fixed tangible assets,146201,DOLLARS(millions),,,,,,,,,
7164,7164,2015,M,"Professional, Scientific and Technical Services",a_0,Activity unit,39072,COUNT,,,,,,,,,
7165,7165,2015,M,"Professional, Scientific and Technical Services",a_0,Rolling mean employees,0,COUNT,,,,,,,,,
7166,7166,2015,M,"Professional, Scientific and Technical Services",a_0,Salaries and wages paid,1573,DOLLARS(millions),,,,,,,,,
7167,7167,2015,M,"Professional, Scientific and Technical Services",a_0,"Sales, government funding, grants and subsidies",6291,DOLLARS(millions),,,,,,,,,
7168,7168,2015,M,"Professional, Scientific and Technical Services",a_0,Total income,6489,DOLLARS(millions),,,,,,,,,
7169,7169,2015,M,"Professional, Scientific and Technical Services",a_0,Total expenditure,4843,DOLLARS(millions),,,,,,,,,
7170,7170,2015,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1675,DOLLARS(millions),,,,,,,,,
7171,7171,2015,M,"Professional, Scientific and Technical Services",a_0,Total assets,6246,DOLLARS(millions),,,,,,,,,
7172,7172,2015,M,"Professional, Scientific and Technical Services",a_0,Fixed tangible assets,1707,DOLLARS(millions),,,,,,,,,
7173,7173,2015,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,12504,COUNT,,,,,,,,,
7174,7174,2015,M,"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees,24204,COUNT,,,,,,,,,
7175,7175,2015,M,"Professional, Scientific and Technical Services",b_1-5,Salaries and wages paid,1713,DOLLARS(millions),,,,,,,,,
7176,7176,2015,M,"Professional, Scientific and Technical Services",b_1-5,"Sales, government funding, grants and subsidies",4553,DOLLARS(millions),,,,,,,,,
7177,7177,2015,M,"Professional, Scientific and Technical Services",b_1-5,Total income,4767,DOLLARS(millions),,,,,,,,,
7178,7178,2015,M,"Professional, Scientific and Technical Services",b_1-5,Total expenditure,4073,DOLLARS(millions),,,,,,,,,
7179,7179,2015,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,697,DOLLARS(millions),,,,,,,,,
7180,7180,2015,M,"Professional, Scientific and Technical Services",b_1-5,Total assets,4026,DOLLARS(millions),,,,,,,,,
7181,7181,2015,M,"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets,576,DOLLARS(millions),,,,,,,,,
7182,7182,2015,M,"Professional, Scientific and Technical Services",c_6-9,Activity unit,1740,COUNT,,,,,,,,,
7183,7183,2015,M,"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees,12420,COUNT,,,,,,,,,
7184,7184,2015,M,"Professional, Scientific and Technical Services",c_6-9,Salaries and wages paid,865,DOLLARS(millions),,,,,,,,,
7185,7185,2015,M,"Professional, Scientific and Technical Services",c_6-9,"Sales, government funding, grants and subsidies",1951,DOLLARS(millions),,,,,,,,,
7186,7186,2015,M,"Professional, Scientific and Technical Services",c_6-9,Total income,2022,DOLLARS(millions),,,,,,,,,
7187,7187,2015,M,"Professional, Scientific and Technical Services",c_6-9,Total expenditure,1872,DOLLARS(millions),,,,,,,,,
7188,7188,2015,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,122,DOLLARS(millions),,,,,,,,,
7189,7189,2015,M,"Professional, Scientific and Technical Services",c_6-9,Total assets,1768,DOLLARS(millions),,,,,,,,,
7190,7190,2015,M,"Professional, Scientific and Technical Services",c_6-9,Fixed tangible assets,197,DOLLARS(millions),,,,,,,,,
7191,7191,2015,M,"Professional, Scientific and Technical Services",d_10-19,Activity unit,1383,COUNT,,,,,,,,,
7192,7192,2015,M,"Professional, Scientific and Technical Services",d_10-19,Rolling mean employees,18231,COUNT,,,,,,,,,
7193,7193,2015,M,"Professional, Scientific and Technical Services",d_10-19,Salaries and wages paid,1347,DOLLARS(millions),,,,,,,,,
7194,7194,2015,M,"Professional, Scientific and Technical Services",d_10-19,"Sales, government funding, grants and subsidies",3305,DOLLARS(millions),,,,,,,,,
7195,7195,2015,M,"Professional, Scientific and Technical Services",d_10-19,Total income,3461,DOLLARS(millions),,,,,,,,,
7196,7196,2015,M,"Professional, Scientific and Technical Services",d_10-19,Total expenditure,3017,DOLLARS(millions),,,,,,,,,
7197,7197,2015,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,474,DOLLARS(millions),,,,,,,,,
7198,7198,2015,M,"Professional, Scientific and Technical Services",d_10-19,Total assets,4118,DOLLARS(millions),,,,,,,,,
7199,7199,2015,M,"Professional, Scientific and Technical Services",d_10-19,Fixed tangible assets,233,DOLLARS(millions),,,,,,,,,
7200,7200,2015,M,"Professional, Scientific and Technical Services",e_20-49,Activity unit,801,COUNT,,,,,,,,,
7201,7201,2015,M,"Professional, Scientific and Technical Services",e_20-49,Rolling mean employees,22956,COUNT,,,,,,,,,
7202,7202,2015,M,"Professional, Scientific and Technical Services",e_20-49,Salaries and wages paid,1628,DOLLARS(millions),,,,,,,,,
7203,7203,2015,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",3935,DOLLARS(millions),,,,,,,,,
7204,7204,2015,M,"Professional, Scientific and Technical Services",e_20-49,Total income,4612,DOLLARS(millions),,,,,,,,,
7205,7205,2015,M,"Professional, Scientific and Technical Services",e_20-49,Total expenditure,3581,DOLLARS(millions),,,,,,,,,
7206,7206,2015,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,1060,DOLLARS(millions),,,,,,,,,
7207,7207,2015,M,"Professional, Scientific and Technical Services",e_20-49,Total assets,5469,DOLLARS(millions),,,,,,,,,
7208,7208,2015,M,"Professional, Scientific and Technical Services",e_20-49,Fixed tangible assets,287,DOLLARS(millions),,,,,,,,,
7209,7209,2015,M,"Professional, Scientific and Technical Services",f_50-99,Activity unit,201,COUNT,,,,,,,,,
7210,7210,2015,M,"Professional, Scientific and Technical Services",f_50-99,Rolling mean employees,13824,COUNT,,,,,,,,,
7211,7211,2015,M,"Professional, Scientific and Technical Services",f_50-99,Salaries and wages paid,1023,DOLLARS(millions),,,,,,,,,
7212,7212,2015,M,"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies",2189,DOLLARS(millions),,,,,,,,,
7213,7213,2015,M,"Professional, Scientific and Technical Services",f_50-99,Total income,2380,DOLLARS(millions),,,,,,,,,
7214,7214,2015,M,"Professional, Scientific and Technical Services",f_50-99,Total expenditure,2151,DOLLARS(millions),,,,,,,,,
7215,7215,2015,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,250,DOLLARS(millions),,,,,,,,,
7216,7216,2015,M,"Professional, Scientific and Technical Services",f_50-99,Total assets,2483,DOLLARS(millions),,,,,,,,,
7217,7217,2015,M,"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets,205,DOLLARS(millions),,,,,,,,,
7218,7218,2015,M,"Professional, Scientific and Technical Services",g_100-199,Activity unit,72,COUNT,,,,,,,,,
7219,7219,2015,M,"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees,9804,COUNT,,,,,,,,,
7220,7220,2015,M,"Professional, Scientific and Technical Services",g_100-199,Salaries and wages paid,815,DOLLARS(millions),,,,,,,,,
7221,7221,2015,M,"Professional, Scientific and Technical Services",g_100-199,"Sales, government funding, grants and subsidies",2195,DOLLARS(millions),,,,,,,,,
7222,7222,2015,M,"Professional, Scientific and Technical Services",g_100-199,Total income,2331,DOLLARS(millions),,,,,,,,,
7223,7223,2015,M,"Professional, Scientific and Technical Services",g_100-199,Total expenditure,2039,DOLLARS(millions),,,,,,,,,
7224,7224,2015,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,291,DOLLARS(millions),,,,,,,,,
7225,7225,2015,M,"Professional, Scientific and Technical Services",g_100-199,Total assets,3126,DOLLARS(millions),,,,,,,,,
7226,7226,2015,M,"Professional, Scientific and Technical Services",g_100-199,Fixed tangible assets,121,DOLLARS(millions),,,,,,,,,
7227,7227,2015,M,"Professional, Scientific and Technical Services",h_200+,Activity unit,66,COUNT,,,,,,,,,
7228,7228,2015,M,"Professional, Scientific and Technical Services",h_200+,Rolling mean employees,31143,COUNT,,,,,,,,,
7229,7229,2015,M,"Professional, Scientific and Technical Services",h_200+,Salaries and wages paid,2524,DOLLARS(millions),,,,,,,,,
7230,7230,2015,M,"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies",5737,DOLLARS(millions),,,,,,,,,
7231,7231,2015,M,"Professional, Scientific and Technical Services",h_200+,Total income,6578,DOLLARS(millions),,,,,,,,,
7232,7232,2015,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,6160,DOLLARS(millions),,,,,,,,,
7233,7233,2015,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,471,DOLLARS(millions),,,,,,,,,
7234,7234,2015,M,"Professional, Scientific and Technical Services",h_200+,Total assets,28525,DOLLARS(millions),,,,,,,,,
7235,7235,2015,M,"Professional, Scientific and Technical Services",h_200+,Fixed tangible assets,1139,DOLLARS(millions),,,,,,,,,
7236,7236,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit,55842,COUNT,,,,,,,,,
7237,7237,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Rolling mean employees,132585,COUNT,,,,,,,,,
7238,7238,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid,11488,DOLLARS(millions),,,,,,,,,
7239,7239,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies",30156,DOLLARS(millions),,,,,,,,,
7240,7240,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total income,32639,DOLLARS(millions),,,,,,,,,
7241,7241,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total expenditure,27737,DOLLARS(millions),,,,,,,,,
